lat,lon,haversine distance,rssi,snr
46.804745,-71.235107,0.06733991076478003,-99.0,1.75
46.804745,-71.235107,0.06733991076478003,-92.0,3.5
46.804749,-71.2351,0.06679055709450019,-96.0,3.25
46.804749,-71.2351,0.06679055709450019,-91.0,4.5
46.804756,-71.235085,0.065626515976548,-100.0,1.75
46.804756,-71.235085,0.065626515976548,-103.0,0.75
46.804764,-71.235069,0.06439371844535641,-107.0,-4.25
46.804771,-71.235054,0.06324868446659766,-110.0,-7.25
46.804771,-71.235054,0.06324868446659766,-109.0,-8.5
46.804783,-71.235039,0.06212372863040587,-109.0,-6.5
46.804783,-71.235039,0.06212372863040587,-116.0,-11.5
46.80479,-71.235023,0.06092972108473569,-112.0,-8.0
46.80479,-71.235023,0.06092972108473569,-113.0,-10.0
46.804802,-71.235008,0.05985330537148181,-115.0,-11.0
46.804802,-71.235008,0.05985330537148181,-116.0,-14.75
46.804813,-71.234993,0.058800489732235076,-117.0,-12.5
46.804821,-71.234978,0.05774323761273436,-124.0,-20.5
46.804844,-71.23494,0.055188708938367095,-120.0,-13.75
46.804939,-71.234818,0.049030388475488816,-120.0,-14.25
46.804947,-71.234795,0.047777767891800105,-127.0,-22.0
46.804951,-71.234779,0.046860109782212694,-120.0,-15.0
46.804951,-71.234779,0.046860109782212694,-116.0,-11.0
46.804958,-71.234764,0.046178826865237554,-109.0,-4.5
46.804966,-71.234741,0.045048514399961576,-109.0,-4.25
46.804966,-71.234741,0.045048514399961576,-112.0,-7.75
46.804974,-71.234726,0.0444996130035284,-113.0,-6.25
46.804974,-71.234726,0.0444996130035284,-109.0,-3.5
46.804981,-71.234711,0.043932014085826504,-105.0,-1.0
46.804981,-71.234711,0.043932014085826504,-106.0,-2.0
46.804985,-71.234688,0.04270966438416746,-99.0,2.0
46.804985,-71.234688,0.04270966438416746,-104.0,-2.0
46.804989,-71.234673,0.04202465823130767,-98.0,2.25
46.804989,-71.234673,0.04202465823130767,-98.0,2.75
46.805,-71.234642,0.04087888749294159,-93.0,4.5
46.805,-71.234642,0.04087888749294159,-86.0,4.5
46.805008,-71.234627,0.04056922048591805,-90.0,3.75
46.805008,-71.234627,0.04056922048591805,-94.0,3.25
46.805016,-71.234604,0.03986408072062349,-89.0,4.0
46.805016,-71.234604,0.03986408072062349,-88.0,3.75
46.805027,-71.234573,0.039067673778011534,-89.0,4.0
46.805027,-71.234573,0.039067673778011534,-90.0,4.75
46.805035,-71.234558,0.038966577340050955,-83.0,4.0
46.805035,-71.234558,0.038966577340050955,-84.0,4.5
46.805046,-71.234543,0.03917982409263836,-82.0,4.25
46.805054,-71.234528,0.039193648026838585,-91.0,3.75
46.805054,-71.234528,0.039193648026838585,-89.0,4.5
46.805061,-71.234505,0.03882908916765384,-100.0,1.0
46.805061,-71.234505,0.03882908916765384,-99.0,2.0
46.805073,-71.234489,0.039306978983779696,-94.0,3.5
46.805073,-71.234489,0.039306978983779696,-95.0,3.75
46.805084,-71.234467,0.03954691646821837,-90.0,3.25
46.805084,-71.234467,0.03954691646821837,-84.0,4.0
46.805088,-71.234451,0.039388671895051616,-81.0,4.0
46.805088,-71.234451,0.039388671895051616,-76.0,4.75
46.805096,-71.234436,0.039709548544504446,-79.0,4.0
46.805096,-71.234436,0.039709548544504446,-75.0,4.25
46.805107,-71.234413,0.04016623732424755,-63.0,4.75
46.805115,-71.23439,0.04041312516256964,-63.0,4.5
46.805115,-71.23439,0.04041312516256964,-63.0,4.5
46.805119,-71.234375,0.04049475185103311,-61.0,4.5
46.805119,-71.234375,0.04049475185103311,-61.0,5.25
46.805119,-71.23436,0.04018348742775111,-58.0,5.25
46.805119,-71.23436,0.04018348742775111,-43.0,4.25
46.805115,-71.23436,0.03975411099062925,-44.0,4.5
46.805115,-71.23436,0.03975411099062925,-48.0,4.25
46.805122,-71.234352,0.040353283523900406,-40.0,4.25
46.805122,-71.234352,0.040353283523900406,-39.0,4.5
46.805126,-71.234344,0.04064255646412214,-39.0,4.5
46.805126,-71.234344,0.04064255646412214,-40.0,4.75
46.805145,-71.234337,0.0425912662259977,-39.0,5.75
46.805164,-71.234322,0.04445404996164431,-40.0,4.25
46.805164,-71.234322,0.04445404996164431,-39.0,4.75
46.805172,-71.234306,0.04514454063032228,-39.0,5.0
46.805172,-71.234306,0.04514454063032228,-40.0,4.75
46.80518,-71.234283,0.04581806687010343,-40.0,5.0
46.80518,-71.234283,0.04581806687010343,-40.0,4.5
46.805187,-71.234268,0.04649460643413021,-41.0,4.5
46.805187,-71.234268,0.04649460643413021,-41.0,4.5
46.805195,-71.234253,0.047312973006118364,-41.0,4.75
46.805195,-71.234253,0.047312973006118364,-41.0,5.25
46.805206,-71.234238,0.04849442856448109,-41.0,4.75
46.805206,-71.234238,0.04849442856448109,-41.0,5.5
46.805214,-71.234222,0.049370606097902586,-41.0,5.5
46.805214,-71.234222,0.049370606097902586,-42.0,5.0
46.805225,-71.234207,0.05060834530174181,-42.0,5.0
46.805225,-71.234207,0.05060834530174181,-43.0,4.25
46.805229,-71.234184,0.05112471568665965,-43.0,5.0
46.805229,-71.234184,0.05112471568665965,-42.0,4.5
46.805233,-71.234161,0.0516990622433946,-43.0,4.5
46.805233,-71.234161,0.0516990622433946,-43.0,4.5
46.805241,-71.234146,0.05269969033102601,-43.0,4.5
46.805241,-71.234146,0.05269969033102601,-43.0,4.25
46.805248,-71.234131,0.05361043248518136,-43.0,4.75
46.805248,-71.234131,0.05361043248518136,-43.0,4.25
46.80526,-71.234116,0.05509078050532853,-43.0,4.5
